SUBTAB,PERMISSION NAME,USAGE DESCRIPTION,MINIMUM SELECTABLE LEVEL,MINIMUM SYSTEM LEVEL,Column1
Reports,Sales Force Automation,Allows usage of the ALT_SALES Forecast vs. Quota task.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Pipeline by Sales Rep Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Pipeline by Sales Rep Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Total Pipeline by Sales Rep Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the ALT_SALES Total Pipeline by Sales Rep Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the Billings Forecast vs. Quota report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Billings Forecast vs. Quota task.,View,,
Reports,Sales Force Automation,Allows usage of the Calculated Forecast Accuracy (ALT_SALES) report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Calculated Forecast Accuracy (ALT_SALES) task.,View,,
Reports,Sales Force Automation,Allows usage of the Calculated Forecast Accuracy report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Calculated Forecast Accuracy task.,View,,
Reports,Sales Force Automation,Allows usage of the Calculated Forecast by Sales Rep report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Calculated Forecast by Sales Rep task.,View,,
Reports,Sales Force Automation,Allows usage of the Customer Saved Search report component.,,,
Reports,Sales Force Automation,Allows usage of the Customize ALT_SALES Forecast by Sales Rep Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize ALT_SALES Forecast by Sales Rep Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize ALT_SALES Forecast vs. Quota (including Class) task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize ALT_SALES Forecast vs. Quota (including Department) task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize ALT_SALES Forecast vs. Quota (including Location) task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize ALT_SALES Pipeline by Sales Rep Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize ALT_SALES Pipeline by Sales Rep Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize ALT_SALES Total Pipeline by Sales Rep Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize ALT_SALES Total Pipeline by Sales Rep Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Billings Forecast vs. Quota Report task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Bookings and Billings Forecast vs. Quota Report task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Bookings Forecast vs. Quota Report task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Calculated Forecast Accuracy (ALT_SALES) task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Calculated Forecast Accuracy task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Calculated Forecast by Sales Rep task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Customers by Sales Rep Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Customers by Sales Rep Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Customers by Territory Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Customers by Territory Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Forecast (ALT_SALES) task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Forecast (Outstanding) by Customer Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Forecast (Outstanding) by Customer Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Forecast Accuracy task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Forecast by Customer Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Forecast by Customer Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Forecast by Item Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Forecast by Item Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Forecast by Sales Rep Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Forecast by Status Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Forecast Detail by Sales Rep task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Forecast vs. Quota (including Class) task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Forecast vs. Quota (including Department) task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Forecast vs. Quota task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Lead Source Analysis Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Lead Source Analysis Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize New Customer Sales Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize New Customer Sales Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Opportunities Lost task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Opportunities Won task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Pipeline by Customer Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Pipeline by Customer Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Pipeline by Sales Rep Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Pipeline by Sales Rep Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Pipeline by Status Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Sales Activity by Customer Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Sales Activity by Customer Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Sales Activity Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Sales Activity Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Total Pipeline by Customer Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Total Pipeline by Customer Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Total Pipeline by Sales Rep Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Total Pipeline by Sales Rep Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the Customize Total Pipeline by Statuses task.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast (Billing) report component.,,,
Reports,Sales Force Automation,Allows usage of the Forecast (Non-Billing) report component.,,,
Reports,Sales Force Automation,Allows usage of the Forecast (Outstanding) by Customer Detail report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast (Outstanding) by Customer Summary report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast (Outstanding) by Customer Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast (Outstanding) by Customer task.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast Accuracy (ALT_SALES) report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast Accuracy (ALT_SALES) task.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast Accuracy report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast Accuracy task.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast Actual Variance report component.,,,
Reports,Sales Force Automation,Allows usage of the Forecast by Class Detail report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast by Customer Detail report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast by Customer Summary report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast by Department Detail report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast by Location Detail report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast by Customer Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast by Customer task.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast by Item Detail report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast by Item Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast by Item Summary report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast by Item task.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast by Sales Rep Detail report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast by Sales Rep Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast by Sales Rep Summary report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast by Sales Rep task.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast by Status Summary report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast by Status Summary task.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast report component.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast vs. Quota by Class and Sales Rep report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast vs. Quota by Class report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast vs. Quota by Department and Sales Rep report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast vs. Quota by Department report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast vs. Quota by Location and Sales Rep report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast vs. Quota by Location report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast vs. Quota by Class task.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast vs. Quota by Department task.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast vs. Quota by Location task.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast vs. Quota report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Forecast vs. Quota task.,View,,
Reports,Sales Force Automation,Allows usage of the Gross Lead Count report component.,View,,
Reports,Sales Force Automation,Allows usage of the Gross Lead Source Analysis Detail report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Gross Lead Source Analysis Summary report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Gross New Leads snapshot.,View,,
Reports,Sales Force Automation,Allows usage of the Item Forecast report component.,View,,
Reports,Sales Force Automation,Allows usage of the Lead Source Analysis Detail report definition.,View,,
Reports,Sales Force Automation,Allows usage of the Lead Source Analysis Summary report definition.,View,,
Reports,Sales Force Automation,Allows usage of the New Customer Sales Detail task.,View,,
Reports,Sales Force Automation,Allows usage of the New Customer Sales task.,View,,
Reports,Sales Force Automation,Allows usage of the New Leads snapshot.,View,,
Reports,Sales Force Automation,Allows usage of the Open Prospects snapshot.,View,,
Reports,Sales Force Automation,Allows usage of the Opportunities Lost task.,View,,
